age,experience,education_level,job_level,department,job_role,performance_rating,projects_completed,certifications,weekly_hours,overtime_hours,team_size,leadership_score,skill_match_score,years_in_role,promotions,employment_type,location_type,company_size,job_satisfaction,salary
21,12,Master,Junior,Sales,Manager,3,11,1,41,17,6,2.664334168955357,1.297469753914958,4,4,Contract,Rural,Small,3,80853.96178555854
21,26,Bachelor,Mid,Sales,Manager,3,12,3,50,2,12,2.022285856408074,1.0101832760878318,4,1,Part-time,Rural,Small,4,92227.76000184938
54,16,High School,Lead,Sales,Manager,1,9,0,57,19,10,4.073734678792274,1.709362695185056,10,3,Contract,Rural,Medium,5,75328.859451703
52,30,PhD,Mid,HR,Developer,2,2,2,35,16,18,9.681605700553161,7.866990079407479,11,2,Part-time,Rural,Medium,4,124909.46647068654
45,33,High School,Lead,Finance,Developer,4,8,9,56,13,18,5.583002844943702,6.261188254763565,3,4,Part-time,Urban,Small,1,162238.4696424953
21,23,High School,Senior,IT,Consultant,4,11,6,49,0,4,6.648004214835818,1.3430642066964245,8,4,Contract,Suburban,Medium,5,127568.64800860212
36,34,PhD,Senior,Marketing,Analyst,5,36,9,34,16,9,4.207478306707253,5.3928731428554455,7,2,Contract,Rural,Large,1,151707.3024708982
59,5,PhD,Senior,Finance,Manager,3,10,2,52,7,7,3.9113898547883146,7.408264213490062,11,3,Part-time,Urban,Small,5,68927.91895499347
25,18,Bachelor,Senior,HR,Consultant,3,21,3,38,4,18,1.2083209472350753,8.820562551407257,3,2,Contract,Suburban,Medium,5,104945.26960038344
42,29,Bachelor,Senior,Finance,Developer,3,20,1,55,4,8,5.503002901084201,9.406328415931094,3,1,Part-time,Rural,Small,1,161406.22557707003
49,6,Bachelor,Mid,Finance,Developer,4,48,2,56,8,11,5.352481060764997,3.9469650665866,1,1,Contract,Suburban,Small,1,69628.67358256964
23,9,Bachelor,Senior,HR,Analyst,5,8,8,58,2,7,2.4204765356301072,2.222491855719391,8,2,Full-time,Rural,Medium,5,73578.75686543943
32,31,Bachelor,Junior,Sales,Analyst,1,36,2,45,18,9,7.878916001860333,3.132333286583027,2,3,Part-time,Suburban,Large,5,161019.38915729494
46,33,PhD,Junior,Sales,Analyst,2,29,4,51,8,8,5.434068972799026,7.985543428362013,3,4,Full-time,Rural,Small,1,164382.48361732444
36,27,High School,Mid,IT,Consultant,1,42,1,43,17,3,4.05094573145416,9.743357935380796,13,1,Contract,Rural,Large,1,144385.25561431368
57,14,Bachelor,Lead,IT,Developer,4,12,3,51,15,17,2.3221801812063427,5.197542556243425,6,1,Full-time,Suburban,Medium,2,92412.78635047849
42,29,Bachelor,Junior,Sales,Developer,3,14,6,37,0,2,5.969447442739112,3.748178921930108,9,3,Contract,Suburban,Small,2,125314.31151688458
49,28,High School,Lead,Marketing,Analyst,2,48,6,56,1,15,7.7753532347992875,4.862715237640311,7,1,Part-time,Suburban,Medium,2,141435.99102187715
34,21,Bachelor,Mid,Finance,Manager,4,21,2,49,13,14,3.537994174164745,3.743318301806192,7,1,Contract,Urban,Medium,4,107796.67121062541
48,3,High School,Lead,Marketing,Analyst,4,22,4,48,13,18,2.969149164190503,3.3083877088643887,3,3,Contract,Urban,Medium,5,78849.51916894401
25,19,High School,Lead,Finance,Consultant,4,21,0,43,0,16,5.697414676581193,6.343756771664616,14,2,Part-time,Suburban,Medium,3,110756.51282177593
50,31,PhD,Lead,Sales,Analyst,2,44,9,36,15,4,2.3980897225901523,1.1416238233618996,6,4,Contract,Urban,Small,4,141963.69379431946
25,3,Master,Lead,IT,Analyst,2,30,9,34,14,6,6.999520479348565,3.3359702379848937,9,4,Part-time,Rural,Large,5,83809.85076086539
32,26,PhD,Mid,IT,Consultant,5,39,9,47,14,6,6.448092651498074,6.952438700604901,0,1,Contract,Suburban,Large,3,153407.0724354586
36,16,Master,Junior,Marketing,Analyst,5,20,0,31,11,11,1.7837384463228576,1.2885642667612451,5,4,Part-time,Urban,Small,2,117614.33623597931
46,11,Master,Senior,IT,Developer,1,24,4,40,15,17,1.3286834144323647,1.748816348580415,5,2,Full-time,Suburban,Small,3,73961.8612372164
46,21,Master,Lead,Sales,Manager,2,23,9,51,13,3,6.582597873297264,3.640565303072063,5,1,Contract,Rural,Large,1,105306.54443526639
41,16,Bachelor,Junior,Marketing,Analyst,2,7,8,37,14,13,3.648643965898667,8.900243187480864,11,4,Contract,Rural,Large,1,100165.33320056136
59,9,PhD,Junior,Finance,Consultant,2,9,0,30,14,3,1.778011778560587,7.8839754414876655,1,0,Contract,Urban,Small,5,52520.01816779351
56,0,Master,Mid,IT,Manager,5,1,0,56,18,16,7.834858344608379,1.1994096647461916,7,0,Part-time,Rural,Medium,4,21117.99499477521
53,21,High School,Junior,HR,Consultant,4,26,3,51,7,15,3.826396027158797,5.515415350196427,13,0,Contract,Suburban,Small,2,112849.48667953587
50,25,Bachelor,Mid,IT,Manager,3,38,3,41,1,11,5.136395946744012,3.472187445886751,14,0,Part-time,Urban,Large,5,128222.70214423671
57,17,PhD,Lead,Finance,Manager,5,38,1,31,1,18,3.1313163470839234,6.8378109315585665,14,0,Contract,Suburban,Medium,2,115831.17197222331
43,13,Master,Lead,Marketing,Analyst,2,44,8,47,9,15,6.645853705221681,7.493984943341151,4,1,Full-time,Suburban,Large,1,101791.8969400802
30,28,High School,Senior,Finance,Developer,5,22,8,36,2,5,3.713395738189235,8.765763194163544,4,3,Contract,Suburban,Medium,4,170642.3464833566
25,11,PhD,Senior,HR,Analyst,1,44,1,55,16,16,9.712188651048656,5.278746133936128,1,3,Full-time,Rural,Large,4,89036.79245064037
56,34,PhD,Senior,Sales,Consultant,2,10,8,46,7,16,7.326527937552159,9.95005079691026,3,1,Part-time,Suburban,Medium,1,141811.4894286303
54,11,Bachelor,Junior,IT,Consultant,1,6,5,51,3,17,2.230500487361192,9.819874965583985,11,1,Full-time,Rural,Small,3,63814.472443259096
51,6,PhD,Lead,Marketing,Manager,2,17,7,59,13,9,4.7502535570612014,8.9395005202393,8,2,Contract,Suburban,Small,4,72408.79861350247
30,28,Bachelor,Mid,Sales,Manager,5,38,9,52,9,3,4.468789897568907,6.173825456422637,8,3,Contract,Rural,Medium,3,143400.98236631296
39,10,Master,Senior,Finance,Developer,4,24,3,43,0,13,5.808223996483448,4.582057937534335,5,0,Part-time,Rural,Medium,2,90540.9814578591
52,32,Bachelor,Mid,Marketing,Analyst,3,10,1,53,3,3,8.57737607031328,4.279476791258064,10,1,Contract,Rural,Small,4,134463.79018654456
21,5,High School,Mid,Sales,Consultant,1,8,1,36,0,7,6.250798136647016,1.1091227507897035,14,0,Contract,Suburban,Small,1,28099.005037870957
25,14,Bachelor,Senior,Marketing,Manager,5,21,8,51,16,6,1.5540100983999934,3.2425704751812985,8,3,Part-time,Suburban,Medium,3,101265.2356474497
24,31,High School,Lead,HR,Developer,4,6,0,54,16,9,6.8987412712256955,7.469274114542481,3,4,Part-time,Rural,Medium,2,158545.02587661298
36,10,Bachelor,Senior,HR,Consultant,5,21,6,58,6,12,1.0743876815127256,6.432688899037599,14,4,Full-time,Suburban,Small,2,97577.51010348709
44,22,PhD,Mid,IT,Manager,1,39,2,32,19,15,8.019644144863538,9.247799702507802,10,1,Part-time,Rural,Large,4,131182.8699448268
36,25,Master,Senior,IT,Consultant,3,24,2,56,14,3,6.999724651701178,1.450200402249021,0,2,Contract,Suburban,Small,4,124342.48295662517
22,33,High School,Mid,HR,Developer,5,33,1,35,12,10,3.779070925173274,2.3974894285959754,1,0,Part-time,Rural,Medium,5,129716.37089913261
48,33,Bachelor,Mid,Marketing,Developer,2,18,9,49,1,1,3.6319762413056416,8.103194104169171,12,1,Contract,Rural,Medium,5,144043.53513174262
52,28,Bachelor,Senior,HR,Consultant,4,28,5,31,18,19,8.18445696891675,4.226568680758004,0,2,Full-time,Urban,Large,4,134454.77394837112
47,3,Bachelor,Junior,IT,Analyst,5,32,9,46,12,19,8.050030227321585,2.0651080034609013,7,0,Part-time,Suburban,Small,5,80806.74526243379
40,16,PhD,Senior,HR,Consultant,4,12,1,41,10,13,4.170721189390839,9.968054545900802,8,3,Contract,Suburban,Medium,1,124189.7927876158
44,34,PhD,Junior,HR,Manager,2,48,9,41,14,12,3.690529552718023,8.085252724024265,9,4,Part-time,Urban,Small,1,169054.9540102344
32,12,High School,Mid,Marketing,Analyst,3,42,3,59,9,1,6.03842309994511,4.678669330823103,11,2,Part-time,Rural,Medium,5,95697.96363535603
55,14,High School,Mid,Sales,Manager,3,27,9,46,8,19,1.0752909398572976,8.410127292515263,5,0,Part-time,Rural,Large,4,86071.7090108392
53,28,PhD,Junior,IT,Consultant,2,10,8,56,8,16,1.7440033418788805,7.12543483107238,1,1,Part-time,Urban,Small,1,141841.15942184982
53,28,High School,Mid,Marketing,Analyst,4,46,8,39,19,15,2.135526311338631,8.1097728361285,5,0,Full-time,Urban,Small,2,147509.46773156387
57,10,Master,Junior,HR,Manager,5,42,5,32,0,16,2.6687063604445678,8.33685739809085,8,1,Contract,Rural,Large,4,91900.88020991808
32,31,Master,Junior,HR,Consultant,2,32,3,49,16,11,5.608163140079222,1.762558149612861,11,4,Part-time,Suburban,Medium,3,148089.5734196801
23,1,PhD,Mid,Sales,Consultant,1,42,6,47,11,6,9.930177233750099,6.606755989192861,2,4,Contract,Urban,Medium,3,64007.33506753707
21,13,High School,Lead,IT,Analyst,4,26,0,42,9,11,6.873520615726181,1.0610699767914484,8,0,Full-time,Urban,Small,4,79662.9830739645
53,19,Bachelor,Junior,IT,Consultant,3,25,3,41,4,3,1.5516891500430123,1.3911062167105355,1,0,Contract,Urban,Large,5,74272.20299860829
30,21,Master,Senior,Finance,Developer,2,11,4,56,17,15,5.730214366560176,9.135820081502567,10,1,Contract,Urban,Small,1,94323.31869657444
49,10,PhD,Senior,IT,Manager,3,23,7,56,14,1,5.46980691150554,5.748073492211249,4,1,Full-time,Urban,Small,1,99675.53880425451
33,26,High School,Mid,Sales,Manager,4,34,1,59,5,7,2.2975103423624454,7.6231178728167235,10,2,Part-time,Urban,Medium,4,138382.88537738507
32,2,PhD,Lead,Finance,Consultant,3,40,4,56,6,1,9.28245131922167,8.546508913988314,1,2,Contract,Rural,Medium,2,75215.30925741188
51,16,Bachelor,Mid,Finance,Consultant,2,23,5,46,16,17,4.966887229078321,9.546280908081265,6,2,Contract,Rural,Medium,5,90327.68402821344
22,27,Master,Lead,HR,Developer,4,29,4,33,5,9,9.951032265487658,8.824175631305163,10,0,Part-time,Urban,Medium,2,147251.3439645012
55,28,PhD,Junior,HR,Analyst,1,31,8,52,7,13,4.7806506572694785,5.349803038275645,9,2,Part-time,Rural,Medium,4,131944.0423907421
43,20,PhD,Junior,IT,Consultant,2,7,9,39,11,11,6.471619324152483,4.023732766424603,14,0,Contract,Suburban,Large,4,100153.08749999729
37,15,PhD,Junior,Finance,Consultant,5,40,0,40,13,6,1.9428628280629607,2.3904391258543436,8,4,Full-time,Suburban,Small,2,96323.4813986544
46,19,Bachelor,Junior,HR,Consultant,2,33,2,35,11,1,5.088050414261823,4.602893342385519,6,3,Part-time,Urban,Large,3,107845.75276722
28,5,PhD,Senior,Sales,Consultant,4,21,1,35,9,7,3.14889304603576,4.298442212450471,11,4,Part-time,Suburban,Small,4,61297.9762837501
49,18,Bachelor,Senior,HR,Manager,2,2,2,56,19,12,8.520083187141115,6.03617357760286,4,0,Full-time,Suburban,Medium,5,90950.10058108861
46,4,Bachelor,Mid,HR,Consultant,1,18,9,38,14,19,8.055276263807858,6.9895846788149205,14,0,Contract,Rural,Large,2,37654.57460307477
30,2,Bachelor,Lead,Finance,Manager,1,47,8,59,6,17,8.417619996628225,9.804929288005427,3,3,Part-time,Rural,Small,3,77805.55446702597
46,0,Master,Junior,Finance,Consultant,5,33,8,44,8,4,7.5124849398215625,7.555475674906592,11,1,Contract,Rural,Medium,2,75710.8211965233
54,14,Master,Junior,Marketing,Analyst,3,37,9,31,9,3,8.494149012580461,6.793736791986309,3,1,Contract,Rural,Medium,3,95218.19344187215
27,33,PhD,Lead,Sales,Developer,4,34,1,33,9,1,2.8074587515742877,4.015831908415083,14,1,Contract,Suburban,Large,3,157649.55623218312
24,34,PhD,Lead,Finance,Analyst,4,20,2,34,15,18,5.068393989218215,1.3105348884849337,9,2,Full-time,Urban,Large,5,154146.74251593146
31,24,Master,Mid,IT,Consultant,3,35,3,46,6,15,7.226621919513714,3.593126159692226,7,1,Contract,Rural,Large,4,135506.2934766466
49,23,High School,Lead,Sales,Consultant,1,18,8,37,4,8,6.736532481416214,7.91603110413656,9,2,Contract,Suburban,Medium,3,122217.91131808948
56,11,Master,Junior,Sales,Consultant,1,46,2,37,2,1,7.447190345866783,2.8474474672342156,12,2,Part-time,Rural,Small,4,88068.99738437709
45,17,Bachelor,Junior,Finance,Analyst,2,24,6,51,17,14,3.018325448361085,7.40969374306703,9,1,Part-time,Suburban,Small,5,100756.97820630303
41,14,Master,Junior,Sales,Consultant,5,8,2,41,10,4,1.8859123814049077,6.218018583124742,13,1,Full-time,Rural,Large,4,97519.5398209509
56,15,Bachelor,Junior,Finance,Analyst,5,30,6,50,14,5,9.251259202672987,2.546711827754184,9,3,Full-time,Urban,Small,1,124162.0690733321
30,26,PhD,Junior,HR,Manager,5,44,6,37,19,13,6.041547060106226,3.3546232566264695,9,3,Part-time,Rural,Medium,3,130847.29954196769
57,7,High School,Mid,Marketing,Developer,2,10,8,48,4,15,2.3844333205666985,5.466732431378288,9,2,Part-time,Urban,Small,5,49692.65057888323
29,24,PhD,Junior,HR,Developer,5,23,1,32,11,6,8.140929236986253,4.765372345970627,0,3,Full-time,Rural,Medium,2,128155.89310700577
44,16,Bachelor,Mid,Finance,Analyst,3,49,5,47,3,1,9.234369429663543,8.007074627920836,4,2,Contract,Rural,Large,5,135254.15521199105
55,28,Bachelor,Junior,Finance,Manager,2,11,8,50,14,19,2.5260716671399814,7.609641782889223,13,0,Full-time,Rural,Small,3,112783.39532185816
55,7,Bachelor,Senior,HR,Analyst,3,2,1,48,8,13,8.356712097421994,6.171170531257154,1,2,Contract,Suburban,Medium,5,69107.44379431958
56,14,High School,Senior,IT,Manager,2,26,1,48,6,6,9.399025551872155,8.400472403256327,12,2,Part-time,Suburban,Large,2,125878.71760744619
38,26,Master,Senior,IT,Consultant,5,36,4,44,9,15,9.445254402664157,6.064025866158778,10,3,Part-time,Urban,Large,1,168259.383293693
59,6,PhD,Senior,IT,Manager,3,33,9,35,12,16,9.22740815488151,9.679503309915342,8,0,Part-time,Urban,Large,3,99915.56400910082
52,2,PhD,Mid,Finance,Manager,3,47,9,45,7,16,5.917789111240925,2.955016892359733,6,4,Contract,Suburban,Large,3,66553.58006118161
44,28,Master,Mid,Sales,Manager,3,13,9,37,11,10,4.205901855284823,7.4271879424193745,9,4,Full-time,Urban,Small,5,114765.5819809695
43,23,PhD,Lead,Finance,Developer,2,40,7,45,18,9,1.0654552692460837,4.329497188490212,7,4,Contract,Urban,Medium,4,119999.40649357726
52,2,High School,Junior,Sales,Manager,4,25,8,47,0,9,1.5482100418437437,3.510695749781745,5,0,Full-time,Suburban,Small,4,27973.671022853792
57,19,PhD,Senior,HR,Consultant,5,4,1,49,15,17,4.859551137676516,2.623487283709416,8,1,Full-time,Suburban,Medium,2,74837.3261883341
32,14,Bachelor,Mid,Marketing,Consultant,3,42,4,45,16,17,4.593935317523593,5.972531286353894,5,0,Full-time,Suburban,Large,1,107405.92712066461
33,24,Master,Junior,Sales,Consultant,4,19,6,40,17,17,2.662425186128949,2.9392248947429014,6,3,Part-time,Suburban,Small,1,109254.42548183801
43,29,High School,Junior,IT,Manager,5,18,5,36,10,12,4.559320252284912,2.803157663035653,6,2,Full-time,Rural,Large,5,127060.91066430601
45,13,Master,Mid,Finance,Analyst,5,37,5,46,17,13,2.5718505890983128,9.914787145754362,8,2,Part-time,Suburban,Medium,5,106773.03090942021
55,6,High School,Senior,HR,Analyst,3,30,6,46,6,12,8.639121274982564,8.215726751611847,10,3,Full-time,Urban,Large,4,108282.50421938316
50,16,Bachelor,Lead,IT,Consultant,3,19,2,41,17,14,3.6837539008803897,7.734491382289378,7,3,Full-time,Rural,Small,1,103587.59365040262
37,19,Master,Junior,HR,Developer,2,23,2,42,7,10,6.38707915142479,8.146545632944795,12,2,Part-time,Rural,Small,1,125156.41824750748
40,8,PhD,Lead,Marketing,Analyst,4,16,9,39,5,19,5.5255875579917815,9.720305863468683,0,1,Part-time,Urban,Medium,1,80198.48070159007
45,21,High School,Senior,Finance,Manager,4,1,8,36,6,2,1.4669386983459298,6.1594901987788315,3,1,Contract,Rural,Medium,2,82027.98408000363
42,1,Master,Senior,Finance,Analyst,3,12,7,43,9,4,9.480103475420496,2.982194896625745,6,1,Full-time,Urban,Small,2,36517.33361080641
33,23,PhD,Lead,Marketing,Consultant,5,24,4,52,10,19,5.74503380425435,8.75988676677915,10,3,Part-time,Rural,Small,5,141351.91886177295
39,7,Master,Senior,Finance,Developer,3,34,5,30,12,7,3.925518790526338,7.684576565086811,7,2,Contract,Rural,Small,4,83138.83460879995
56,10,Master,Junior,Sales,Analyst,5,8,9,46,8,15,2.423139126697614,4.728774811007558,6,2,Contract,Urban,Small,3,79095.31459336789
32,12,Master,Lead,HR,Analyst,5,18,0,33,6,15,4.046739712541521,5.262125487171817,11,2,Part-time,Urban,Medium,4,94680.04130001261
39,16,High School,Senior,IT,Consultant,3,48,9,50,8,6,1.1846044272105054,4.701271586309822,2,0,Full-time,Urban,Small,2,104124.01515464038
32,7,PhD,Lead,Marketing,Developer,1,5,0,34,12,3,4.27202339813468,9.369479442061037,14,0,Contract,Urban,Medium,2,50776.225355887975
29,20,Bachelor,Junior,Sales,Developer,4,26,3,49,2,6,5.783373345740544,4.091784503484647,3,4,Full-time,Suburban,Small,5,141068.39520739586
27,17,High School,Senior,IT,Consultant,5,30,1,53,2,16,8.846796212658504,9.671358507905552,11,0,Full-time,Suburban,Small,3,142059.5639322473
48,29,High School,Junior,IT,Manager,5,13,6,52,0,2,7.186369759280178,9.192445941285548,6,1,Contract,Urban,Large,1,144648.49765693874
34,17,High School,Senior,Marketing,Analyst,1,19,1,54,19,7,2.0042408181991727,6.67469028023356,7,1,Part-time,Suburban,Large,3,80256.0145138122
51,30,Bachelor,Mid,Sales,Manager,2,29,9,36,1,11,2.32971691994165,6.218395957900672,6,1,Full-time,Urban,Small,3,116857.32721406838
39,31,PhD,Senior,IT,Analyst,1,3,1,39,2,7,4.853110310365372,4.330803520629738,5,1,Part-time,Urban,Medium,3,123742.12069387347
36,10,PhD,Lead,IT,Analyst,1,26,4,46,14,4,2.7613697647490905,1.165045501095849,8,4,Contract,Rural,Small,5,74959.72366914724
25,24,PhD,Senior,Sales,Manager,5,40,3,58,5,7,1.2506479982448018,2.148608676139779,8,1,Full-time,Urban,Large,2,113079.54956796694
55,32,Master,Junior,Finance,Consultant,4,12,7,59,12,4,8.245133921062632,7.788081910145938,10,3,Part-time,Urban,Small,1,164788.11828296594
32,7,Master,Junior,IT,Consultant,1,2,3,36,0,12,1.175703136281947,5.243861139293487,12,3,Part-time,Urban,Large,3,38582.924012850584
45,10,Master,Senior,HR,Analyst,2,11,5,30,19,5,8.476206446782125,2.348543207691713,6,3,Full-time,Urban,Small,1,86000.50866487557
41,21,Bachelor,Lead,Sales,Consultant,3,44,4,36,18,19,2.2969356672966943,3.375647687186839,7,0,Part-time,Rural,Small,3,101723.21191210902
56,23,Master,Mid,IT,Analyst,1,28,1,55,0,5,9.772105697264045,9.530532098622997,5,2,Part-time,Urban,Medium,2,140258.13817660627
43,16,Bachelor,Lead,Marketing,Consultant,1,18,7,53,1,19,6.434865206435711,4.304195517792386,0,4,Contract,Rural,Large,1,101731.78967795192
36,11,PhD,Mid,HR,Analyst,2,13,1,40,14,3,7.614846744669059,9.169137506972382,0,3,Contract,Urban,Large,4,76048.11900308565
59,31,Master,Junior,IT,Consultant,4,37,8,38,13,11,1.994352651712584,3.74172249064219,5,3,Part-time,Rural,Large,2,157183.33619275832
59,14,Master,Lead,HR,Developer,1,22,8,41,18,7,8.75893666106332,5.888980849304448,1,1,Part-time,Suburban,Medium,1,84395.89211473137
34,15,High School,Mid,HR,Manager,1,12,2,32,10,17,8.552731085843845,1.184293750259781,13,3,Full-time,Rural,Small,3,88091.24331336009
51,21,Bachelor,Senior,Finance,Developer,4,2,3,33,14,9,6.8769345838754585,5.696875993362192,7,1,Contract,Rural,Medium,3,93897.25530532314
25,27,PhD,Junior,HR,Manager,2,37,7,33,5,9,5.520473781358486,6.732478095495672,0,1,Full-time,Urban,Small,2,132578.37092404204
55,19,High School,Senior,Finance,Manager,1,7,8,57,19,10,7.4934025581850525,3.1087458940346013,12,2,Part-time,Rural,Medium,2,97891.15852076616
43,32,High School,Junior,Sales,Analyst,4,26,2,54,8,13,1.0533539380319032,6.210434585848213,1,0,Full-time,Rural,Medium,3,127839.76646740692
49,9,PhD,Lead,Finance,Manager,1,26,4,42,4,15,6.3319667985861345,6.82450994845887,7,1,Part-time,Urban,Large,1,66479.94703256636
31,31,High School,Lead,Marketing,Developer,3,24,7,52,19,5,8.62665521436313,7.181974705435809,11,1,Contract,Suburban,Medium,4,154458.9283349206
38,32,Bachelor,Junior,IT,Developer,5,12,2,48,1,3,4.212098984572794,7.987629898198929,5,2,Contract,Suburban,Small,5,151718.12816676882
32,1,Bachelor,Junior,Sales,Consultant,3,16,6,39,5,8,1.9746042083462514,3.8020531863647484,11,1,Part-time,Suburban,Medium,2,40947.3875329325
29,32,Master,Junior,Sales,Developer,1,23,7,34,17,10,4.787895247688855,6.109992607886904,9,4,Contract,Rural,Medium,3,147672.69879894902
30,32,High School,Lead,Marketing,Consultant,2,40,9,36,18,13,7.543940041526562,9.83421126788135,1,0,Part-time,Urban,Small,1,168088.3940380451
37,12,Master,Mid,Finance,Manager,5,9,2,53,8,3,1.9657108933360528,9.083297535986414,1,4,Full-time,Suburban,Large,2,92470.11138376009
58,29,High School,Senior,IT,Developer,3,32,1,45,5,8,2.8544370419160097,9.573988852885298,10,3,Part-time,Suburban,Small,1,159614.49207358586
27,32,Bachelor,Senior,Finance,Manager,4,15,9,30,13,9,2.3279666214582995,4.475227586757143,13,0,Full-time,Suburban,Small,2,122276.18436711219
33,12,Bachelor,Lead,HR,Developer,2,37,6,41,12,12,8.172529800177024,8.082352953069956,6,3,Part-time,Suburban,Small,3,102941.03243085199
29,25,Bachelor,Senior,Finance,Developer,3,13,8,31,10,11,1.5660336020723815,6.57908156584313,4,1,Contract,Urban,Medium,1,121386.48017938486
47,21,High School,Junior,Sales,Consultant,4,5,0,36,11,2,7.179278519029896,1.7446157475601698,4,2,Part-time,Suburban,Medium,3,99076.29039205145
22,1,Bachelor,Mid,IT,Manager,1,11,2,40,18,18,4.298112286778722,8.415823502413588,7,4,Part-time,Rural,Small,1,45423.47995987184
25,25,High School,Senior,Finance,Developer,4,10,4,58,18,9,7.802121185967721,7.093911487216282,11,3,Part-time,Rural,Small,2,154640.17982368797
49,14,Master,Mid,IT,Analyst,3,13,2,59,18,2,9.67945076905634,2.790256235637401,11,1,Contract,Urban,Large,5,87483.20878102457
57,33,High School,Junior,IT,Manager,3,41,0,42,12,2,2.030907696278341,1.717647016865152,6,4,Part-time,Suburban,Medium,5,157570.45370659936
58,10,Master,Senior,HR,Manager,1,46,6,31,13,3,3.829465369607126,8.533199175834977,11,4,Contract,Suburban,Medium,4,78371.12571002294
39,2,High School,Lead,HR,Manager,4,15,6,36,17,16,8.291128849469713,1.7101164654208096,13,3,Part-time,Rural,Medium,4,71675.63465790384
28,5,Master,Mid,Sales,Consultant,4,42,9,44,11,19,3.3954254744605885,1.8221847882979296,8,1,Full-time,Urban,Medium,3,89808.62215231115
21,8,Bachelor,Junior,Marketing,Analyst,1,7,7,54,3,4,2.936085373414368,4.846674591138838,3,2,Part-time,Rural,Small,1,68910.68176161153
42,5,Master,Mid,IT,Manager,4,40,4,40,9,18,8.428401800820746,2.2131804557752934,9,3,Full-time,Urban,Small,4,95236.78177110755
37,8,Bachelor,Senior,Marketing,Developer,1,28,9,31,16,18,9.883741276053733,9.223026376984475,3,4,Contract,Urban,Large,2,95737.34968351123
27,30,Bachelor,Senior,Sales,Developer,2,32,4,36,3,10,6.011925311331692,5.232555426369131,1,4,Contract,Urban,Medium,5,155623.46933520658
45,31,Master,Lead,IT,Consultant,3,35,4,33,11,11,3.5024387350000534,6.122358825891143,2,0,Part-time,Rural,Medium,1,146691.54605992694
24,11,High School,Junior,IT,Developer,2,15,0,40,12,17,4.587093654400485,9.352954805302787,0,1,Contract,Urban,Small,5,76080.4739305431
56,7,High School,Junior,Marketing,Manager,5,48,9,58,3,16,2.531172946452481,5.772369030745137,0,0,Part-time,Rural,Large,1,78252.67418484497
26,7,PhD,Lead,Finance,Developer,5,36,4,31,9,13,7.856985510016772,4.182320313615866,6,2,Contract,Rural,Small,4,78159.8409496478
51,27,High School,Lead,HR,Manager,5,21,5,58,2,2,7.961266160404911,8.174395952342486,13,3,Full-time,Suburban,Medium,4,150903.4599003739
39,19,PhD,Junior,Finance,Developer,1,6,0,45,14,2,8.87608893144245,4.985651777276896,13,4,Contract,Rural,Medium,3,117625.22300994833
59,6,High School,Mid,Marketing,Analyst,4,1,6,36,1,14,1.239423072369075,3.8662248304207485,4,1,Full-time,Rural,Large,1,28986.783565608963
47,10,High School,Mid,HR,Consultant,2,4,0,42,16,4,6.057832074637413,7.509065127449811,2,4,Part-time,Suburban,Small,2,94419.36304449088
30,19,Bachelor,Lead,Finance,Consultant,2,11,1,34,5,17,2.9282989090886593,8.214451089517388,6,0,Part-time,Suburban,Medium,4,79119.11947003915
46,15,PhD,Mid,HR,Analyst,2,44,1,46,7,13,4.067947139431213,8.125445508258442,13,0,Part-time,Suburban,Medium,3,101974.07072154255
39,3,High School,Junior,IT,Analyst,2,26,4,50,2,4,8.064600537578567,9.799069727158368,1,3,Full-time,Urban,Large,4,82061.22676310671
59,5,PhD,Senior,Finance,Consultant,5,37,9,41,17,3,2.7283028712534656,8.080002539874664,2,1,Part-time,Urban,Medium,5,83884.7743112828
23,21,Bachelor,Senior,HR,Analyst,2,23,6,57,0,12,6.745075755229807,7.929400923538176,0,1,Part-time,Suburban,Medium,4,116008.25149116543
33,25,Bachelor,Mid,HR,Manager,4,29,0,48,15,8,6.891095721012383,8.717367283625983,7,3,Full-time,Urban,Small,1,138628.6648401438
48,2,PhD,Lead,HR,Developer,5,21,9,36,6,2,9.586845234120705,1.0016667576589853,1,0,Contract,Suburban,Large,3,55022.9518254075
40,13,Bachelor,Lead,Finance,Consultant,2,48,0,35,2,6,7.976448356760433,4.261882700689936,14,0,Part-time,Urban,Large,1,117332.65935699122
48,10,Master,Lead,Sales,Analyst,1,45,0,37,3,10,8.23271632438324,7.638427864309799,6,0,Contract,Rural,Large,2,90917.41072286121
28,17,Master,Lead,Finance,Manager,3,45,5,42,8,12,5.784406741161041,6.397471099992496,10,4,Contract,Urban,Small,2,117248.72558982397
59,11,Bachelor,Lead,Marketing,Consultant,3,49,1,34,4,10,2.6810272644613358,2.598148023684559,8,2,Part-time,Urban,Large,4,81685.99014544545
21,22,Master,Mid,Finance,Analyst,3,27,0,31,18,10,4.830070291465164,3.733597801796908,5,0,Part-time,Rural,Medium,3,108996.51478539652
23,11,High School,Senior,HR,Consultant,5,39,5,38,14,3,5.945406161606384,4.031133499738961,1,2,Full-time,Suburban,Large,3,94782.4332260245
33,12,PhD,Senior,IT,Analyst,2,40,1,59,7,10,7.1057732654234105,6.110453000550844,1,2,Full-time,Urban,Medium,3,95411.86475625365
48,24,High School,Mid,Finance,Consultant,5,13,5,40,5,9,6.469382006487345,8.484384667969689,8,1,Part-time,Urban,Large,3,144924.0468562055
